dataset,artist,track,chord_filepath,mp3_filepath,mp3_length,chord_length,diff_length
mcgill,Steppenwolf,Born To Be Wild,Data/McGill-Billboard/0841/full.lab,Data/mp3s/Born To Be Wild - Steppenwolf.mp3,213.0,209,4.0
mcgill,Elton John,Goodbye Yellow Brick Road,Data/McGill-Billboard/0842/full.lab,Data/mp3s/Goodbye Yellow Brick Road - Elton John.mp3,201.0,194,7.0
mcgill,Cher,If I Could Turn Back Time,Data/McGill-Billboard/0843/full.lab,Data/mp3s/If I Could Turn Back Time - Cher.mp3,240.0,240,0.0
mcgill,Talking Heads,Burning Down The House,Data/McGill-Billboard/0844/full.lab,Data/mp3s/Burning Down The House - Talking Heads.mp3,242.0,241,1.0
mcgill,George Harrison,Got My Mind Set On You,Data/McGill-Billboard/0845/full.lab,Data/mp3s/Got My Mind Set On You - George Harrison.mp3,232.0,234,-2.0
mcgill,Roxy Music,Dance Away,Data/McGill-Billboard/0846/full.lab,,229.0,226,3.0
mcgill,Bread,Sweet Surrender,Data/McGill-Billboard/0847/full.lab,Data/mp3s/Sweet Surrender - Bread.mp3,157.0,156,1.0
mcgill,The Castaways,"Liar, Liar",Data/McGill-Billboard/0848/full.lab,"Data/mp3s/Liar, Liar - The Castaways.mp3",115.0,114,1.0
mcgill,The Contours,Do You Love Me,Data/McGill-Billboard/0849/full.lab,,172.0,174,-2.0
mcgill,The Pointer Sisters,Jump (for My Love),Data/McGill-Billboard/0850/full.lab,,250.0,241,9.0
mcgill,Creedence Clearwater Revival,Bad Moon Rising,Data/McGill-Billboard/0852/full.lab,Data/mp3s/Bad Moon Rising - Creedence Clearwater Revival.mp3,140.0,132,8.0
mcgill,The Beatles,I Saw Her Standing There,Data/McGill-Billboard/0853/full.lab,,168.0,175,-7.0
mcgill,Hi-Five,I Like The Way (The Kissing Game),Data/McGill-Billboard/0856/full.lab,,,237,
mcgill,James Brown,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),Data/McGill-Billboard/0857/full.lab,Data/mp3s/Get Up (I Feel Like Being Like A) Sex Machine (Part 1) - James Brown.mp3,319.0,319,0.0
mcgill,Nitty Gritty Dirt Band,Make A Little Magic,Data/McGill-Billboard/0859/full.lab,Data/mp3s/Make A Little Magic - Nitty Gritty Dirt Band.mp3,239.0,235,4.0
mcgill,Judas Priest,You've Got Another Thing Comin',Data/McGill-Billboard/0861/full.lab,Data/mp3s/You've Got Another Thing Comin' - Judas Priest.mp3,310.0,310,0.0
mcgill,The String-A-Longs,Wheels,Data/McGill-Billboard/0863/full.lab,,123.0,124,-1.0
mcgill,Oak Ridge Boys,Elvira,Data/McGill-Billboard/0864/full.lab,,,161,
mcgill,Rick Springfield,Don't Talk To Strangers,Data/McGill-Billboard/0865/full.lab,Data/mp3s/Don't Talk To Strangers - Rick Springfield.mp3,180.0,181,-1.0
mcgill,Talking Heads,And She Was,Data/McGill-Billboard/0870/full.lab,,225.0,219,6.0
mcgill,Freddy Fender,Secret Love,Data/McGill-Billboard/0872/full.lab,Data/mp3s/Secret Love - Freddy Fender.mp3,219.0,214,5.0
mcgill,Johnny Horton,The Battle Of New Orleans,Data/McGill-Billboard/0873/full.lab,,151.0,152,-1.0
mcgill,Donna Fargo,Superman,Data/McGill-Billboard/0874/full.lab,,148.0,146,2.0
mcgill,Elvis Presley,She Thinks I Still Care,Data/McGill-Billboard/0875/full.lab,Data/mp3s/She Thinks I Still Care - Elvis Presley.mp3,232.0,232,0.0
mcgill,Run-D.M.C.,Walk This Way,Data/McGill-Billboard/0879/full.lab,Data/mp3s/Walk This Way - Run-D.M.C..mp3,317.0,312,5.0
mcgill,The Police,Don't Stand So Close To Me,Data/McGill-Billboard/0881/full.lab,,241.0,243,-2.0
mcgill,Rockwell,Somebody's Watching Me,Data/McGill-Billboard/0882/full.lab,Data/mp3s/Somebody's Watching Me - Rockwell.mp3,239.0,241,-2.0
mcgill,Metallica,One,Data/McGill-Billboard/0884/full.lab,,,444,
mcgill,UB40,The Way You Do The Things You Do,Data/McGill-Billboard/0885/full.lab,,180.0,183,-3.0
mcgill,Wang Chung,Dance Hall Days,Data/McGill-Billboard/0886/full.lab,Data/mp3s/Dance Hall Days - Wang Chung.mp3,240.0,240,0.0
mcgill,De La Soul,Me Myself And I,Data/McGill-Billboard/0887/full.lab,,,221,
mcgill,Gladys Knight & The Pips,Baby Don't Change Your Mind,Data/McGill-Billboard/0888/full.lab,,194.0,195,-1.0
mcgill,Steve Winwood,Don't You Know What The Night Can Do?,Data/McGill-Billboard/0889/full.lab,Data/mp3s/Don't You Know What The Night Can Do? - Steve Winwood.mp3,417.0,415,2.0
mcgill,Ray Charles,Let's Go Get Stoned,Data/McGill-Billboard/0890/full.lab,Data/mp3s/Let's Go Get Stoned - Ray Charles.mp3,183.0,183,0.0
mcgill,The Who,Happy Jack,Data/McGill-Billboard/0891/full.lab,Data/mp3s/Happy Jack - The Who.mp3,134.0,132,2.0
mcgill,Edwin Starr,War,Data/McGill-Billboard/0893/full.lab,Data/mp3s/War - Edwin Starr.mp3,204.0,208,-4.0
mcgill,Abba,On And On And On,Data/McGill-Billboard/0894/full.lab,Data/mp3s/On And On And On - Abba.mp3,221.0,222,-1.0
mcgill,Todd Rundgren,A Dream Goes On Forever,Data/McGill-Billboard/0895/full.lab,,,179,
mcgill,Lesley Gore,California Nights,Data/McGill-Billboard/0896/full.lab,,172.0,169,3.0
mcgill,Eric Clapton,I Can't Stand It,Data/McGill-Billboard/0898/full.lab,Data/mp3s/I Can't Stand It - Eric Clapton.mp3,250.0,250,0.0
mcgill,The Temptations,I Wish It Would Rain,Data/McGill-Billboard/0900/full.lab,Data/mp3s/I Wish It Would Rain - The Temptations.mp3,176.0,173,3.0
mcgill,James Taylor,Country Road,Data/McGill-Billboard/0901/full.lab,Data/mp3s/Country Road - James Taylor.mp3,208.0,203,5.0
mcgill,Abba,"Honey, Honey",Data/McGill-Billboard/0902/full.lab,"Data/mp3s/Honey, Honey - Abba.mp3",175.0,173,2.0
mcgill,The Ronettes,Be My Baby,Data/McGill-Billboard/0903/full.lab,,163.0,159,4.0
mcgill,The Kinks,Till The End Of The Day,Data/McGill-Billboard/0904/full.lab,Data/mp3s/Till The End Of The Day - The Kinks.mp3,148.0,157,-9.0
mcgill,"Crosby, Stills & Nash",Teach Your Children,Data/McGill-Billboard/0905/full.lab,"Data/mp3s/Teach Your Children - Crosby, Stills & Nash.mp3",175.0,174,1.0
mcgill,Neneh Cherry,Kisses On The Wind,Data/McGill-Billboard/0909/full.lab,,238.0,237,1.0
mcgill,REO Speedwagon,Time For Me To Fly,Data/McGill-Billboard/0910/full.lab,Data/mp3s/Time For Me To Fly - REO Speedwagon.mp3,222.0,213,9.0
mcgill,Wilson Phillips,Hold On,Data/McGill-Billboard/0911/full.lab,,221.0,221,0.0
mcgill,Milli Vanilli,Girl You Know It's True,Data/McGill-Billboard/0913/full.lab,Data/mp3s/Girl You Know It's True - Milli Vanilli.mp3,254.0,252,2.0
mcgill,Dr. Hook,If Not You,Data/McGill-Billboard/0914/full.lab,Data/mp3s/If Not You - Dr. Hook.mp3,197.0,196,1.0
mcgill,Bobby Womack,Sweet Caroline (Good Times Never Seemed So Good),Data/McGill-Billboard/0915/full.lab,Data/mp3s/Sweet Caroline (Good Times Never Seemed So Good) - Bobby Womack.mp3,194.0,189,5.0
mcgill,Eric Clapton,Promises,Data/McGill-Billboard/0916/full.lab,,182.0,181,1.0
mcgill,Anne Murray,Love Song,Data/McGill-Billboard/0917/full.lab,Data/mp3s/Love Song - Anne Murray.mp3,173.0,164,9.0
mcgill,Billy Idol,Hot In The City,Data/McGill-Billboard/0920/full.lab,Data/mp3s/Hot In The City - Billy Idol.mp3,214.0,218,-4.0
mcgill,Elvis Presley,Judy,Data/McGill-Billboard/0923/full.lab,,138.0,132,6.0
mcgill,The Ritchie Family,The Best Disco In Town,Data/McGill-Billboard/0925/full.lab,,,193,
mcgill,The Ventures,Perfidia,Data/McGill-Billboard/0926/full.lab,Data/mp3s/Perfidia - The Ventures.mp3,129.0,125,4.0
mcgill,Little Anthony & The Imperials,"Out Of Sight, Out Of Mind",Data/McGill-Billboard/0927/full.lab,"Data/mp3s/Out Of Sight, Out Of Mind - Little Anthony & The Imperials.mp3",157.0,159,-2.0
mcgill,Tommy James,Mony Mony,Data/McGill-Billboard/0928/full.lab,Data/mp3s/Mony Mony - Tommy James.mp3,175.0,174,1.0
mcgill,Rock And Hyde,Dirty Water,Data/McGill-Billboard/0929/full.lab,Data/mp3s/Dirty Water - Rock And Hyde.mp3,253.0,257,-4.0
mcgill,Cornelius Brothers & Sister Rose,Treat Her Like A Lady,Data/McGill-Billboard/0932/full.lab,Data/mp3s/Treat Her Like A Lady - Cornelius Brothers & Sister Rose.mp3,164.0,166,-2.0
mcgill,Ray Charles,Eleanor Rigby,Data/McGill-Billboard/0933/full.lab,Data/mp3s/Eleanor Rigby - Ray Charles.mp3,186.0,180,6.0
mcgill,The Box Tops,Cry Like A Baby,Data/McGill-Billboard/0935/full.lab,Data/mp3s/Cry Like A Baby - The Box Tops.mp3,152.0,155,-3.0
mcgill,Roberta Flack,Feel Like Makin' Love,Data/McGill-Billboard/0940/full.lab,,176.0,177,-1.0
mcgill,Bob Seger,Like A Rock,Data/McGill-Billboard/0941/full.lab,Data/mp3s/Like A Rock - Bob Seger.mp3,353.0,355,-2.0
mcgill,Wilson Pickett,I Found A True Love,Data/McGill-Billboard/0943/full.lab,Data/mp3s/I Found A True Love - Wilson Pickett.mp3,145.0,145,0.0
mcgill,Dolly Parton,Starting Over Again,Data/McGill-Billboard/0944/full.lab,Data/mp3s/Starting Over Again - Dolly Parton.mp3,239.0,238,1.0
mcgill,The Doors,Riders On The Storm,Data/McGill-Billboard/0945/full.lab,Data/mp3s/Riders On The Storm - The Doors.mp3,425.0,430,-5.0
mcgill,The Miracles,I Second That Emotion,Data/McGill-Billboard/0946/full.lab,Data/mp3s/I Second That Emotion - The Miracles.mp3,169.0,168,1.0
mcgill,Simon & Garfunkel,Fakin' It,Data/McGill-Billboard/0947/full.lab,Data/mp3s/Fakin' It - Simon & Garfunkel.mp3,199.0,199,0.0
mcgill,Chubby Checker,The Twist,Data/McGill-Billboard/0948/full.lab,Data/mp3s/The Twist - Chubby Checker.mp3,147.0,156,-9.0
mcgill,Sonny & Cher,All I Ever Need Is You,Data/McGill-Billboard/0950/full.lab,Data/mp3s/All I Ever Need Is You - Sonny & Cher.mp3,158.0,159,-1.0
mcgill,Boston,Feelin' Satisfied,Data/McGill-Billboard/0952/full.lab,Data/mp3s/Feelin' Satisfied - Boston.mp3,253.0,251,2.0
mcgill,LaVern Baker,I Cried A Tear,Data/McGill-Billboard/0954/full.lab,,154.0,156,-2.0
mcgill,The Alan Parsons Project,Eye In The Sky,Data/McGill-Billboard/0956/full.lab,,,239,
mcgill,The Rolling Stones,Miss You,Data/McGill-Billboard/0958/full.lab,Data/mp3s/Miss You - The Rolling Stones.mp3,289.0,288,1.0
mcgill,Abba,Take A Chance On Me,Data/McGill-Billboard/0961/full.lab,Data/mp3s/Take A Chance On Me - Abba.mp3,245.0,241,4.0
mcgill,Billy Squier,The Stroke,Data/McGill-Billboard/0963/full.lab,,,208,
mcgill,"The Sopwith ""Camel""",Hello Hello,Data/McGill-Billboard/0964/full.lab,"Data/mp3s/Hello Hello - The Sopwith ""Camel"".mp3",146.0,145,1.0
mcgill,Arthur Conley,Sweet Soul Music,Data/McGill-Billboard/0965/full.lab,Data/mp3s/Sweet Soul Music - Arthur Conley.mp3,142.0,143,-1.0
mcgill,George Benson,Breezin',Data/McGill-Billboard/0967/full.lab,Data/mp3s/Breezin' - George Benson.mp3,342.0,341,1.0
mcgill,Brenda Lee,Coming On Strong,Data/McGill-Billboard/0968/full.lab,Data/mp3s/Coming On Strong - Brenda Lee.mp3,123.0,124,-1.0
mcgill,Billy Joel,Don't Ask Me Why,Data/McGill-Billboard/0969/full.lab,Data/mp3s/Don't Ask Me Why - Billy Joel.mp3,181.0,179,2.0
mcgill,David Bowie,Modern Love,Data/McGill-Billboard/0970/full.lab,Data/mp3s/Modern Love - David Bowie.mp3,290.0,288,2.0
mcgill,Pat Benatar,Little Too Late,Data/McGill-Billboard/0973/full.lab,Data/mp3s/Little Too Late - Pat Benatar.mp3,249.0,247,2.0
mcgill,The Beach Boys,"Kokomo (From The ""Cocktail"" Soundtrack)",Data/McGill-Billboard/0974/full.lab,"Data/mp3s/Kokomo (From The ""Cocktail"" Soundtrack) - The Beach Boys.mp3",213.0,217,-4.0
mcgill,Isaac Hayes,The Look Of Love,Data/McGill-Billboard/0978/full.lab,Data/mp3s/The Look Of Love - Isaac Hayes.mp3,674.0,673,1.0
mcgill,Culture Club,Karma Chameleon,Data/McGill-Billboard/0979/full.lab,Data/mp3s/Karma Chameleon - Culture Club.mp3,255.0,254,1.0
mcgill,Bananarama,Venus,Data/McGill-Billboard/0981/full.lab,Data/mp3s/Venus - Bananarama.mp3,220.0,222,-2.0
mcgill,Natalie Cole,Unforgettable,Data/McGill-Billboard/0982/full.lab,,,193,
mcgill,Barbara Lewis,Hello Stranger,Data/McGill-Billboard/0984/full.lab,Data/mp3s/Hello Stranger - Barbara Lewis.mp3,165.0,161,4.0
mcgill,The Jacksons,Dancing Machine,Data/McGill-Billboard/0985/full.lab,,,157,
mcgill,Leo Sayer,You Make Me Feel Like Dancing,Data/McGill-Billboard/0986/full.lab,,,174,
mcgill,Dolly Parton,Baby I'm Burnin',Data/McGill-Billboard/0987/full.lab,,157.0,158,-1.0
mcgill,Bread,If,Data/McGill-Billboard/0988/full.lab,,154.0,155,-1.0
mcgill,The Yardbirds,Shapes Of Things,Data/McGill-Billboard/0990/full.lab,Data/mp3s/Shapes Of Things - The Yardbirds.mp3,153.0,145,8.0
mcgill,Elton John,The Bitch Is Back,Data/McGill-Billboard/0991/full.lab,Data/mp3s/The Bitch Is Back - Elton John.mp3,225.0,217,8.0
mcgill,Commodores,Nightshift,Data/McGill-Billboard/0992/full.lab,,,265,
mcgill,Elvis Presley,There Goes My Everything,Data/McGill-Billboard/0993/full.lab,Data/mp3s/There Goes My Everything - Elvis Presley.mp3,179.0,179,0.0
mcgill,Laura Branigan,Gloria,Data/McGill-Billboard/0995/full.lab,Data/mp3s/Gloria - Laura Branigan.mp3,232.0,233,-1.0
mcgill,Ike & Tina Turner,I Want To Take You Higher,Data/McGill-Billboard/0996/full.lab,,169.0,173,-4.0
mcgill,Focus,Hocus Pocus,Data/McGill-Billboard/0999/full.lab,,,206,
mcgill,The J. Geils Band,Freeze-Frame,Data/McGill-Billboard/1002/full.lab,Data/mp3s/Freeze-Frame - The J. Geils Band.mp3,238.0,239,-1.0
mcgill,Player,Baby Come Back,Data/McGill-Billboard/1003/full.lab,,,217,
mcgill,Roy Drusky,Three Hearts In A Tangle,Data/McGill-Billboard/1006/full.lab,Data/mp3s/Three Hearts In A Tangle - Roy Drusky.mp3,164.0,164,0.0
mcgill,Righteous Brothers,Unchained Melody,Data/McGill-Billboard/1007/full.lab,Data/mp3s/Unchained Melody - Righteous Brothers.mp3,227.0,218,9.0
mcgill,Dr. Hook,The Millionaire,Data/McGill-Billboard/1009/full.lab,Data/mp3s/The Millionaire - Dr. Hook.mp3,181.0,181,0.0
mcgill,Cyndi Lauper,I Drove All Night,Data/McGill-Billboard/1011/full.lab,Data/mp3s/I Drove All Night - Cyndi Lauper.mp3,245.0,252,-7.0
mcgill,Sting,All This Time,Data/McGill-Billboard/1012/full.lab,Data/mp3s/All This Time - Sting.mp3,296.0,295,1.0
mcgill,Debarge,Time Will Reveal,Data/McGill-Billboard/1013/full.lab,Data/mp3s/Time Will Reveal - Debarge.mp3,253.0,247,6.0
mcgill,Wild Cherry,Play That Funky Music,Data/McGill-Billboard/1014/full.lab,,,198,
mcgill,The Trammps,Disco Inferno,Data/McGill-Billboard/1016/full.lab,,214.0,217,-3.0
mcgill,Wilson Pickett,In The Midnight Hour,Data/McGill-Billboard/1018/full.lab,Data/mp3s/In The Midnight Hour - Wilson Pickett.mp3,158.0,159,-1.0
mcgill,Prince (With Sheena Easton),The Arms Of Orion,Data/McGill-Billboard/1019/full.lab,,,267,
mcgill,The Dramatics,Hey You! Get Off My Mountain,Data/McGill-Billboard/1020/full.lab,Data/mp3s/Hey You! Get Off My Mountain - The Dramatics.mp3,212.0,211,1.0
mcgill,Wilson Pickett,Soul Dance Number Three,Data/McGill-Billboard/1021/full.lab,Data/mp3s/Soul Dance Number Three - Wilson Pickett.mp3,160.0,160,0.0
mcgill,Cheap Trick,Surrender,Data/McGill-Billboard/1022/full.lab,,257.0,256,1.0
mcgill,Jimmy Reed,Baby What You Want Me To Do,Data/McGill-Billboard/1024/full.lab,Data/mp3s/Baby What You Want Me To Do - Jimmy Reed.mp3,169.0,170,-1.0
mcgill,Led Zeppelin,Over The Hills And Far Away,Data/McGill-Billboard/1025/full.lab,,,307,
mcgill,Greg Kihn,Lucky,Data/McGill-Billboard/1027/full.lab,,,266,
mcgill,Tina Turner,We Don't Need Another Hero (Thunderdome),Data/McGill-Billboard/1031/full.lab,Data/mp3s/We Don't Need Another Hero (Thunderdome) - Tina Turner.mp3,263.0,255,8.0
mcgill,James Brown,Down And Out In New York City,Data/McGill-Billboard/1032/full.lab,Data/mp3s/Down And Out In New York City - James Brown.mp3,284.0,286,-2.0
mcgill,The Byrds,Goin' Back,Data/McGill-Billboard/1033/full.lab,Data/mp3s/Goin' Back - The Byrds.mp3,207.0,207,0.0
mcgill,Grateful Dead,Sugar Magnolia,Data/McGill-Billboard/1034/full.lab,Data/mp3s/Sugar Magnolia - Grateful Dead.mp3,197.0,199,-2.0
mcgill,Gene Pitney,Town Without Pity,Data/McGill-Billboard/1037/full.lab,Data/mp3s/Town Without Pity - Gene Pitney.mp3,178.0,172,6.0
mcgill,Milli Vanilli,Girl I m Gonna Miss You,Data/McGill-Billboard/1039/full.lab,Data/mp3s/Girl I m Gonna Miss You - Milli Vanilli.mp3,239.0,237,2.0
mcgill,Eric Clapton,Lay Down Sally,Data/McGill-Billboard/1040/full.lab,Data/mp3s/Lay Down Sally - Eric Clapton.mp3,233.0,230,3.0
mcgill,Johnny Tillotson,It Keeps Right On A-Hurtin',Data/McGill-Billboard/1041/full.lab,Data/mp3s/It Keeps Right On A-Hurtin' - Johnny Tillotson.mp3,171.0,169,2.0
mcgill,Aretha Franklin,Oh Me Oh My (I'm A Fool For You Baby),Data/McGill-Billboard/1042/full.lab,Data/mp3s/Oh Me Oh My (I'm A Fool For You Baby) - Aretha Franklin.mp3,225.0,221,4.0
mcgill,Duran Duran,Is There Something I Should Know,Data/McGill-Billboard/1043/full.lab,Data/mp3s/Is There Something I Should Know - Duran Duran.mp3,250.0,250,0.0
mcgill,Jimmy Ruffin,I've Passed This Way Before,Data/McGill-Billboard/1044/full.lab,Data/mp3s/I've Passed This Way Before - Jimmy Ruffin.mp3,166.0,169,-3.0
mcgill,Jefferson Starship,Count On Me,Data/McGill-Billboard/1045/full.lab,Data/mp3s/Count On Me - Jefferson Starship.mp3,195.0,197,-2.0
mcgill,Eddie Holland,Jamie,Data/McGill-Billboard/1046/full.lab,Data/mp3s/Jamie - Eddie Holland.mp3,145.0,145,0.0
mcgill,B.J. Thomas,Hooked On A Feeling,Data/McGill-Billboard/1048/full.lab,,,191,
mcgill,Billy Squier,My Kinda Lover,Data/McGill-Billboard/1051/full.lab,Data/mp3s/My Kinda Lover - Billy Squier.mp3,214.0,211,3.0
mcgill,Pink Floyd,Another Brick In The Wall (Part II),Data/McGill-Billboard/1052/full.lab,,,239,
mcgill,Pat Benatar,Heartbreaker,Data/McGill-Billboard/1053/full.lab,Data/mp3s/Heartbreaker - Pat Benatar.mp3,209.0,207,2.0
mcgill,Marty Robbins,I Walk Alone,Data/McGill-Billboard/1054/full.lab,Data/mp3s/I Walk Alone - Marty Robbins.mp3,198.0,200,-2.0
mcgill,Elvis Presley,My Wish Came True,Data/McGill-Billboard/1055/full.lab,Data/mp3s/My Wish Came True - Elvis Presley.mp3,155.0,155,0.0
mcgill,"Earth, Wind & Fire",After The Love Has Gone,Data/McGill-Billboard/1056/full.lab,"Data/mp3s/After The Love Has Gone - Earth, Wind & Fire.mp3",272.0,280,-8.0
mcgill,Bill Withers,Ain't No Sunshine,Data/McGill-Billboard/1058/full.lab,Data/mp3s/Ain't No Sunshine - Bill Withers.mp3,125.0,126,-1.0
mcgill,Hank Snow,I've Been Everywhere,Data/McGill-Billboard/1059/full.lab,Data/mp3s/I've Been Everywhere - Hank Snow.mp3,168.0,166,2.0
mcgill,Eagles,Best Of My Love,Data/McGill-Billboard/1061/full.lab,Data/mp3s/Best Of My Love - Eagles.mp3,275.0,274,1.0
mcgill,The Fabulous Thunderbirds,Tuff Enuff,Data/McGill-Billboard/1062/full.lab,Data/mp3s/Tuff Enuff - The Fabulous Thunderbirds.mp3,201.0,202,-1.0
mcgill,Dion,This Little Girl,Data/McGill-Billboard/1063/full.lab,Data/mp3s/This Little Girl - Dion.mp3,166.0,158,8.0
mcgill,Robert John,Sad Eyes,Data/McGill-Billboard/1064/full.lab,Data/mp3s/Sad Eyes - Robert John.mp3,256.0,253,3.0
mcgill,Bruce Springsteen,My Hometown,Data/McGill-Billboard/1066/full.lab,,,274,
mcgill,Gino Vannelli,Hurts To Be In Love,Data/McGill-Billboard/1067/full.lab,,223.0,222,1.0
mcgill,Gloria Gaynor,Never Can Say Goodbye,Data/McGill-Billboard/1068/full.lab,,,178,
mcgill,The J. Geils Band,Must Of Got Lost,Data/McGill-Billboard/1069/full.lab,Data/mp3s/Must Of Got Lost - The J. Geils Band.mp3,181.0,180,1.0
mcgill,The Babys,Every Time I Think Of You,Data/McGill-Billboard/1070/full.lab,Data/mp3s/Every Time I Think Of You - The Babys.mp3,244.0,243,1.0
mcgill,Bob Seger,Rock And Roll Never Forgets,Data/McGill-Billboard/1071/full.lab,,,215,
mcgill,Fats Domino,Be My Guest,Data/McGill-Billboard/1072/full.lab,Data/mp3s/Be My Guest - Fats Domino.mp3,132.0,135,-3.0
mcgill,Cliff Richard,Devil Woman,Data/McGill-Billboard/1073/full.lab,Data/mp3s/Devil Woman - Cliff Richard.mp3,212.0,215,-3.0
mcgill,Todd Rundgren,Can We Still Be Friends,Data/McGill-Billboard/1076/full.lab,Data/mp3s/Can We Still Be Friends - Todd Rundgren.mp3,218.0,216,2.0
mcgill,Switch,There'll Never Be,Data/McGill-Billboard/1078/full.lab,,,216,
mcgill,Alabama,Take Me Down,Data/McGill-Billboard/1082/full.lab,,,223,
mcgill,Cyndi Lauper,All Through The Night,Data/McGill-Billboard/1084/full.lab,,264.0,269,-5.0
mcgill,Chicago,Make Me Smile,Data/McGill-Billboard/1085/full.lab,Data/mp3s/Make Me Smile - Chicago.mp3,266.0,265,1.0
mcgill,Thelma Houston,Don't Leave Me This Way,Data/McGill-Billboard/1086/full.lab,Data/mp3s/Don't Leave Me This Way - Thelma Houston.mp3,221.0,221,0.0
mcgill,Joan Baez,There But For Fortune,Data/McGill-Billboard/1087/full.lab,Data/mp3s/There But For Fortune - Joan Baez.mp3,200.0,195,5.0
mcgill,Heart,Who Will You Run To,Data/McGill-Billboard/1089/full.lab,Data/mp3s/Who Will You Run To - Heart.mp3,246.0,245,1.0
mcgill,The Crystals,He's A Rebel,Data/McGill-Billboard/1091/full.lab,,155.0,156,-1.0
mcgill,Billy Swan,I Can Help,Data/McGill-Billboard/1093/full.lab,,,178,
mcgill,The Crystals,There's No Other (Like My Baby),Data/McGill-Billboard/1094/full.lab,Data/mp3s/There's No Other (Like My Baby) - The Crystals.mp3,149.0,143,6.0
mcgill,The Meters,Look-Ka Py Py,Data/McGill-Billboard/1096/full.lab,Data/mp3s/Look-Ka Py Py - The Meters.mp3,199.0,195,4.0
mcgill,"Earth, Wind & Fire",After The Love Has Gone,Data/McGill-Billboard/1097/full.lab,,272.0,280,-8.0
mcgill,Tina Turner,Private Dancer,Data/McGill-Billboard/1098/full.lab,,435.0,433,2.0
mcgill,Dinah Washington,Where Are You,Data/McGill-Billboard/1099/full.lab,,135.0,136,-1.0
mcgill,"Marvin Gaye,Tammi Terrell",If I Could Build My Whole World Around You,Data/McGill-Billboard/1100/full.lab,,141.0,146,-5.0
mcgill,Dion,(I was) Born To Cry,Data/McGill-Billboard/1101/full.lab,Data/mp3s/(I was) Born To Cry - Dion.mp3,147.0,146,1.0
mcgill,Stray Cats,Rock This Town,Data/McGill-Billboard/1102/full.lab,,,204,
mcgill,Chubby Checker,The Twist,Data/McGill-Billboard/1103/full.lab,,147.0,156,-9.0
mcgill,Tina Turner,What You Get Is What You See,Data/McGill-Billboard/1104/full.lab,Data/mp3s/What You Get Is What You See - Tina Turner.mp3,272.0,267,5.0
mcgill,Young MC,Bust A Move,Data/McGill-Billboard/1106/full.lab,Data/mp3s/Bust A Move - Young MC.mp3,274.0,265,9.0
mcgill,The Beatles,"Ob-La-Di, Ob-La-Da",Data/McGill-Billboard/1107/full.lab,"Data/mp3s/Ob-La-Di, Ob-La-Da - The Beatles.mp3",190.0,189,1.0
mcgill,Rob Base,It Takes Two,Data/McGill-Billboard/1109/full.lab,Data/mp3s/It Takes Two - Rob Base.mp3,302.0,301,1.0
mcgill,Chuck Berry,Reelin' & Rockin',Data/McGill-Billboard/1110/full.lab,Data/mp3s/Reelin' & Rockin' - Chuck Berry.mp3,196.0,197,-1.0
mcgill,Chris Kenner,Land Of 1000 Dances,Data/McGill-Billboard/1111/full.lab,,,149,
mcgill,Stephanie Mills,Never Knew Love Like This Before,Data/McGill-Billboard/1112/full.lab,Data/mp3s/Never Knew Love Like This Before - Stephanie Mills.mp3,329.0,324,5.0
mcgill,Charlie Rich,Lonely Weekends,Data/McGill-Billboard/1113/full.lab,Data/mp3s/Lonely Weekends - Charlie Rich.mp3,120.0,129,-9.0
mcgill,Glen Campbell,Wichita Lineman,Data/McGill-Billboard/1114/full.lab,Data/mp3s/Wichita Lineman - Glen Campbell.mp3,188.0,187,1.0
mcgill,The Everly Brothers,Ebony Eyes,Data/McGill-Billboard/1116/full.lab,Data/mp3s/Ebony Eyes - The Everly Brothers.mp3,189.0,186,3.0
mcgill,"Marvin Gaye,Tammi Terrell",If I Could Build My Whole World Around You,Data/McGill-Billboard/1117/full.lab,,141.0,146,-5.0
mcgill,Barbra Streisand,Funny Girl,Data/McGill-Billboard/1118/full.lab,Data/mp3s/Funny Girl - Barbra Streisand.mp3,156.0,164,-8.0
mcgill,Los Lobos,Will The Wolf Survive,Data/McGill-Billboard/1119/full.lab,Data/mp3s/Will The Wolf Survive - Los Lobos.mp3,223.0,222,1.0
mcgill,Marty Robbins,Big Iron,Data/McGill-Billboard/1120/full.lab,,,236,
mcgill,Simon & Garfunkel,A Hazy Shade Of Winter,Data/McGill-Billboard/1121/full.lab,Data/mp3s/A Hazy Shade Of Winter - Simon & Garfunkel.mp3,143.0,137,6.0
mcgill,Charlie Rich,Lonely Weekends,Data/McGill-Billboard/1123/full.lab,,120.0,129,-9.0
mcgill,"David Crosby,Graham Nash",Carry Me,Data/McGill-Billboard/1124/full.lab,"Data/mp3s/Carry Me - David Crosby,Graham Nash.mp3",216.0,214,2.0
mcgill,Roy Head,Treat Her Right,Data/McGill-Billboard/1125/full.lab,Data/mp3s/Treat Her Right - Roy Head.mp3,124.0,126,-2.0
mcgill,Genesis,Invisible Touch,Data/McGill-Billboard/1126/full.lab,Data/mp3s/Invisible Touch - Genesis.mp3,209.0,209,0.0
mcgill,The 5th Dimension,One Less Bell To Answer,Data/McGill-Billboard/1127/full.lab,Data/mp3s/One Less Bell To Answer - The 5th Dimension.mp3,211.0,210,1.0
